index,user_id,item_id,playtime_forever
2076623,Alpha_fox1,218230,76787
4866500,76561198077762687,730,76773
5008377,76561198089696343,218230,76773
2388123,debuffsau,240,76754
2092160,76561198064500763,730,76753
4572677,76561198060046037,107410,76748
3816214,76561198031591799,730,76735
4014377,76561198009281015,240,76712
3066677,76561198091720498,230410,76698
713569,cakeandstuff,730,76697
71713,76561198035782795,730,76674
1628216,76561198084958003,252490,76668
3701721,76561198019176274,231430,76667
324593,Not_So_Drunk,257650,76653
2742627,Jacler,230410,76633
17875,A-Very-Sly-Person,304930,76632
1546885,Siilan,386360,76631
2512684,ninehcg,730,76624
3749166,yunstar12,730,76624
2281154,chiffy22,236850,76602
1438138,crosspotato,230410,76590
3175092,paraw,8930,76568
645253,amarethepegasus,250360,76564
4793067,76561198072604584,730,76562
3335467,76561198096133264,200210,76561
1173278,KIMBEESKNEES,200210,76543
3297521,76561198060057899,730,76541
1643460,angstyteen,250900,76535
1889442,76561198066247760,4000,76525
1395130,MrShyPanda,238960,76524
3729740,kenny78987,730,76517
1310119,76561198060407498,72850,76511
3689970,Wesmi,230410,76509
729713,76561198053724215,4000,76490
1248302,76561198026549931,346110,76477
3504585,DarkSwiper,236850,76458
111398,76561198172099661,4000,76458
2646253,snukeysnuke,730,76458
9224,76561198086878953,4000,76456
2142944,76561197998463688,252490,76451
3901684,tonir,4000,76449
3051001,FastenedWalnut,4000,76441
2274351,mankeyballbag,730,76434
1136201,Jimfu2,730,76433
2567488,76561198027791423,346110,76432
2697949,76561198061105670,4000,76416
4157587,76561198030671847,8930,76412
1764245,76561197966295765,4000,76411
1416631,76561198093344933,730,76398
4762532,LunarFreez3,33910,76396
1524137,76561198052805342,4000,76386
3163431,76561198084246673,730,76378
3195031,flukey_lukey1,252490,76376
2469285,zjgrice,730,76373
256332,KoiyyBoi,730,76368
3124576,76561198062545305,730,76356
226750,76561198047273546,4000,76336
356010,34573671264yi,730,76324
4778329,Wiggyispro,4000,76313
1393611,76561198066026014,4000,76310
1979942,MiAkArKe,113400,76309
1021841,MaccanB,730,76302
1479805,riletyface,295110,76295
3433383,76561198061326503,730,76293
566406,SNEAKY_Boxman,4000,76287
3889387,cAstieL88888888,240,76285
2353888,76561198011305233,730,76283
2250393,76561198079347370,730,76268
2069367,alasku,42710,76260
4404864,KaMoTiOn,231670,76256
3129721,wh88ss,730,76254
3165032,76561198063667684,107410,76236
3171981,pan3k,730,76230
1967456,TooManyDankMemes,107410,76230
4932770,76561198082773189,730,76219
2044858,Aaeeschylus,11610,76188
4541917,76561198058183570,201230,76176
4664006,CockLads,730,76174
4549275,poisonfudge,208090,76161
3398007,76561198069638681,730,76146
2475822,76561198050768603,8930,76142
81633,brocky0405,730,76119
4443845,WhatsTheYams69,730,76109
1893880,mrgoatnipples,113400,76108
869388,cycloneblade11,107410,76104
3690654,76561198044291528,230410,76082
1135580,jimbrisbane,304030,76069
2283526,76561198094253076,730,76064
3444586,soulnsurf,107410,76057
56405,76561198041877981,252490,76041
3616739,76561198066266129,230410,76039
4972880,Lancelotxoxo,730,76033
431694,spaceblob,8930,76033
1968206,76561198054088781,730,76028
3023172,miscgamingyoutube,730,76013
4357505,nikelad,730,75990
2170590,BigLezzly,4000,75977
597537,blackopalandlevi,17390,75974
1834123,76561198049323129,4000,75960
3511445,ParadoxoGayman,236390,75960
1972412,SnApLaDanke,730,75945
1192444,76561198009885284,226320,75938
2843765,updown1,200210,75935
2582676,76561198080865066,730,75931
744445,giveyouagoodlink,4000,75929
2154957,76561198090675223,4000,75893
1375870,bumcraft123,730,75877
823244,Specimen11,99900,75865
3657633,The_Holy_Roman_Empirie,8930,75851
4662308,SteamChileNico,10,75850
5078622,Doglover12,4000,75827
235397,jeshusteammaster,271590,75826
3674470,Mickraff,730,75821
1085910,76561198064439187,730,75820
4164866,berlisa,730,75818
2293389,thiswar1,107410,75812
1395694,Pandaliti,4000,75793
1182010,76561198063160086,346110,75790
5109452,datgurl421,4000,75786
778470,jackson2k11,218620,75786
3526168,76561198100546287,4000,75755
4692427,Left_Shark,4000,75746
2048920,ricenix,730,75743
2822407,kaybeegee,730,75739
1093212,Alexander2539,218620,75739
2736001,thejaz,219640,75734
3149925,BlackBulletIV,218230,75732
1797148,76561197979876375,4000,75730
4652750,Jayce76,730,75728
1416344,76561198035472583,4000,75712
1599204,yepitsafeel,730,75708
162982,EVED826,730,75708
1890018,absolutezero,4000,75701
1365380,76561198079890309,730,75699
1937912,Marixtao,730,75693
1539754,Spazboi420,730,75671
2051010,addicTT,730,75668
1215370,Spedkid,4000,75659
1971478,alozza,730,75656
539869,Xalibe,4000,75653
436197,StaticStabler,252490,75652
1154412,Juzzyx,363970,75645
1845415,EshayAdley,730,75640
1594583,76561198058970610,107410,75617
3707778,76561198006111583,363970,75607
2039795,cumtasteslikejelley,4000,75593
661407,cbfguy,730,75583
5136572,Figurola,730,75578
1407832,76561198073221128,730,75571
5105109,vacbanonrecord24,730,75564
5147556,76561198213322605,730,75559
2988595,76561198033710000,730,75558
5062115,76561198095765572,200210,75546
3616088,Woodyjoseph,4000,75541
287449,76561198066312344,236390,75538
402372,76561198063276529,200210,75537
3112534,76561198079072956,730,75537
2398376,76561198083757544,105600,75533
368239,iamquik,230410,75498
4065443,Socpuppet,730,75497
4139373,76561198028172459,550,75496
188719,76561198075871336,4000,75484
1178979,Kirito_Kirigaya5,230410,75479
4212236,iturnip,238960,75475
5131811,76561198136104612,730,75462
109571,Deerunken,49520,75460
568080,Joker367,730,75460
1951601,GOLDENFREDRICKSTAR,4000,75445
3137450,Nubsway,730,75442
1285431,24532453,4000,75440
1972831,76561198132041400,730,75432
3274663,StealthChocy,730,75426
4383424,DaJames,730,75425
1967282,art_gorba,218620,75397
4635606,khp2556,730,75396
2621081,brumboy123,730,75390
2362798,76561198095226942,730,75386
2447553,hugz4u,730,75386
365231,76561198049564546,273350,75376
2361686,danielguerin,730,75371
1568530,BicepsAreGoneJustLikeSkins,730,75369
5066882,TylerReti,730,75354
1806433,kzy192,730,75352
1326864,76561198094507877,730,75332
3792204,76561198041681725,8500,75328
2309081,CockInCider,730,75323
367860,donaldqinshihunagditrump,105600,75320
1351912,76561198083596903,730,75316
2867965,Kryskk,730,75311
4731001,fatpaynus,730,75310
560682,Dr_Mudd_12345,230410,75307
470941,60324133769,730,75291
3257301,jokerguy350,4000,75275
3381329,k1llbox,10190,75268
3821585,76561198037577675,730,75260
2332996,Crailik,730,75258
4331624,minakazu,220700,75240
638397,76561198065776341,13140,75209
3894583,76561197982177820,550,75203
3226801,LotiFalcon,730,75197
3080064,76561198085164380,730,75189
13375,DeDroidUreLookin4,45760,75179
5009630,76561198089820105,730,75177
3789380,76561197992771118,3590,75164
2014789,xBen123z,730,75151
1019573,DarkDwaler,4000,75143
2412685,Potatoesarekool,252490,75123
3625313,76561198004239988,202990,75122
3786496,PenguinAKandreas,730,75121
2653507,ccmmpp,730,75119
5074110,PokeRim7_Productions,105600,75108
1972267,Im2cool999,4000,75105
493024,76561198116519349,4000,75092
1480985,whythefuckdoiloveclorox,730,75085
4436784,76561198050505665,4000,75083
4606183,6teencarz,4000,75081
1951224,MarineAnimal,730,75069
3129884,76561198060833105,4000,75067
3482057,stoneminer97,730,75067
1291140,76561198000443786,730,75059
4130432,76561198027236705,363970,75052
3276340,76561198084188972,730,75040
3802049,TheDapperDuk,4000,75036
1951426,thinkglobal,730,75032
2079315,76561198062990133,730,75024
153124,76561198012135937,240,75003
2846183,KingRogue,730,75002
4066187,76561198018596842,550,75000
3641743,76561198043781933,8930,74983
4722564,dogeBH,730,74972
610034,Adsonification,730,74971
2052288,skyxj,730,74966
918512,TEE4,730,74949
452927,76561198049491579,105600,74947
3201478,MikeyGeko,730,74945
1946654,76561198083393255,230410,74943
2100710,44845991789,99900,74933
508626,MilfHunterXFuckTightTeenPussy,730,74908
277541,mabuhay,252950,74891
84385,76561198094074209,4000,74890
1547196,76561198046562619,730,74882
4322099,76561198043914323,730,74880
3852995,76561197969314107,22380,74874
716237,76561198065439231,730,74869
4470095,76561198053278867,4000,74866
189699,76561198028983796,730,74837
3199682,ThisMexicunt,730,74833
4428835,Snailx3,730,74822
3023031,76561198065204404,730,74820
381604,Redoxide,730,74813
4428085,76561198049976634,730,74805
3443481,Sothere,230410,74792
4888841,OhBabbyATripple,107410,74791
2433566,doomytheguru,4000,74774
1832013,DuskH,218620,74762
1868234,John_J_Rambo,4000,74759
2787141,johnnysmith,730,74738
3226110,76561198044836056,202990,74723
5131206,76561198135103194,42690,74723
1513520,killjoy149,230410,74716
154211,riseofnations231,730,74707
159772,76561198064445006,346110,74706
1906776,swampy066,72850,74705
4620700,76561198063050746,4000,74702
548694,tenshichan,202990,74695
184863,Garsnaffle,203770,74692
4417481,phetdekde,730,74671
63683,lukeyturley,236390,74668
732889,biglittletuna,230410,74663
141793,76561198054421576,4000,74644
1275174,76561197979956729,353890,74632
3585608,76561198045180163,230410,74625
1667716,Kebabsaregood,4000,74603
760118,76561198047418653,48700,74595
1355656,Nishanji,4000,74590
2593245,lifeisagamble,730,74567
1691112,Tigersanog,252490,74563
343297,sisgeo,730,74559
433573,76561197983875214,730,74545
563376,76561198063132788,730,74540
1471948,raccoonsunite,4000,74529
107108,ciborg2000,4000,74529
1090816,hinorei,72850,74522
2508437,76561198101431323,730,74521
2280118,76561198081247881,730,74505
717565,BJEXHOOP,730,74493
5146241,76561198196344826,252950,74492
1385144,76561198079293112,4000,74483
705816,Adnan_showers,730,74480
3287871,Oliversask,730,74478
2750356,76561198048911821,107410,74467
2913890,loadaimandsnipe,218620,74461
2539923,MajesticLight,730,74460
3156280,spideyhero1,730,74459
4065274,76561198018553225,730,74454
2961685,2pacisaliveincuba,730,74442
473053,76561198092604178,730,74439
4607024,76561198062152476,730,74431
1080064,nasal69,238960,74422
2786274,76561198088485452,730,74416
4142014,armadajc,231430,74415
3728020,coryisbestgirl,105600,74414
4296656,AccountGotHacked,240,74406
3348781,76561198075592057,4000,74405
2982945,maverick1126,230410,74404
4333257,76561198044345823,48720,74402
3474639,76561198084091515,730,74396
2185595,benalta,730,74391
3032341,76561198084875979,730,74387
1958847,damo4lyf,730,74377
2711503,76561197996827991,311210,74371
4584788,76561198060822689,4000,74359
550452,00690069006900,230410,74349
235406,76561198041845214,4000,74346
2480029,76561198057573628,730,74346
1387971,owen_sweet,230410,74341
3689518,76561198062649995,730,74332
3319912,itsyahboirykie,730,74325
2070879,alexkoolkid,730,74320
650521,76561198072207162,730,74316
3854512,76561197969690601,39120,74314
952970,DannyV8,4000,74301
185267,gatorgolfing,730,74298
2322765,76561197995023067,240,74296
1920078,SakurasouNo,730,74291
2327990,legendaneo,8930,74285
1991739,hdcnj28jd,730,74280
4104376,helllodadi,10190,74279
1376078,76561198068177281,730,74276
2094427,Anthous,730,74257
1982493,76561198059896401,230410,74212
513609,Z1_M4N,220200,74200
1710788,thememeking,730,74189
4224208,76561198037834066,4000,74130
4542173,76561198058200271,107410,74129
4664212,76561198065459329,4000,74123
1577468,76561198011333937,4000,74121
5031528,C628VJF01,730,74110
4116275,76561198025843755,730,74107
4074101,76561198019540838,4000,74096
58578,Aurora99,363970,74090
707875,Bernheim,730,74083
2277,MinxIsBetterThanPotatoes,730,74076
937374,phazeback,238960,74066
5134333,76561198141863535,4000,74060
2510995,fallenrecruit,4000,74044
3215801,76561198080867107,230410,74042
4349546,NocturnalKnight2,4000,74037
3489619,SubieTec,550,74032
542084,eric0417,730,74025
3895460,76561197982489067,240,74022
4153835,brenny8,730,74015
1867990,76561198044424237,4000,74009
2732823,mrturtlebuns,730,74007
1310993,76561198018772441,730,73981
3608753,Tom11w,202990,73960
2417431,Falcon_HaHa,1250,73953
84170,UNI-Juan,730,73942
1972049,76561198202658078,730,73940
2624362,76561198077597349,22380,73931
2838127,notassome,730,73929
614132,DestinyzFate,730,73927
1405360,GGarry,730,73918
2126190,Awesomised,730,73886
294404,76561198045072415,230410,73876
832072,czarplays,730,73868
2487291,EpicFaceLolAidan,730,73866
2313657,666slayerr666,730,73860
1153041,76561198073634661,386360,73845
1789182,76561198080467452,730,73841
2153898,bauluci,730,73837
506037,76561197992887038,10,73831
489900,76561198066361178,230410,73818
4861258,76561198077345441,730,73794
3810763,76561198060637416,730,73791
4188453,bloooper,730,73788
1918400,EverythingSpot,730,73785
1690189,Miyoung801,240,73784
4603615,Hayd0ss,4000,73781
25724,76561198069159579,238960,73766
743750,EarthOsprey,730,73757
1293591,Ritomomo,49520,73719
1969716,BOTMINGE,730,73675
1257297,matheuscarvalho_,10,73637
493764,WaffyButt,4000,73626
3661480,76561198058267330,240,73625
241839,76561198046170033,230410,73608
2570623,76561198086695269,730,73602
4354937,SirSam_sizzlin,730,73597
3615935,TougeRider,218620,73579
1024155,theghostofbowie,4000,73576
2019789,1337_K_REW,730,73575
445611,superduperjack,4000,73570
3473578,76561198009043396,10190,73564
4821776,durdinga13,4000,73561
1560086,watters81,730,73537
4618853,Berettas,730,73529
675281,AUSGrizzly,218230,73521
3225932,garuda_i,271590,73520
2803684,fafitotg,730,73518
3767468,BenniK,730,73514
17840,Nfkted_CS,240,73510
344317,egggudetama,730,73503
5053096,76561198094592958,252490,73500
1965904,Swir1y,236390,73500
2505272,76561198004506174,730,73495
3490535,zomgCoBfAce,730,73482
67522,76561198067021476,4000,73472
4638587,thatharlequin,221680,73461
1213895,Furms,295270,73451
1805657,WTkFox,218620,73441
2348770,76561197989360667,10680,73440
3482928,76561198075581760,730,73435
2744690,76561198047829440,221680,73432
4555412,Bloodsmoonify,42690,73426
1450831,Steamkilla77,4000,73423
3737795,yetiwithflamethrower,72850,73408
3671738,76561198071234865,730,73392
2439531,the_prof_professor,236850,73382
2240297,SirSloth_,730,73378
4428927,76561198050039893,730,73362
529241,76561198002513165,202990,73350
290040,madcow2234,730,73349
1309281,snruby,730,73345
4355191,monkeyseemonkeydoo,730,73343
108403,76561198074347537,730,73339
4864360,Megastealth137,4000,73338
1726706,timmytimexue,730,73337
4854622,eEssiEe,730,73324
620424,Swiffdeath,730,73324
2235842,dantheflyingman,730,73309
2556068,HailOfLead,33930,73303
3371231,76561198025402421,105600,73303
3413302,editinggod,730,73299
4345754,76561198044952536,219640,73289
25105,66666669999999,4000,73281
3501796,timecard,4000,73269
1962896,Jettsu,730,73266
2037633,cjbustuup,730,73261
760430,MinorMecro,730,73248
1591591,SpamIrwin,107410,73245
2036353,KentuckyFriedSpy,218620,73236
1295757,jeffyusohansam,240,73222
3609506,76561197994387796,8930,73165
766828,Me15h,730,73157
2884016,appletoph,230410,73153
672548,76561198100376055,230410,73151
4866788,76561198077795250,730,73147
2794819,025652,72850,73131
833178,d00dlebanger,230410,73130
4608816,GrantChoo,730,73129
144804,6294421419,4000,73116
2398799,h8trsRb8trs,730,73109
3277523,76561198015742601,10190,73103
317418,76561198054265152,4000,73103
2144259,chun437,730,73089
3021721,Mintlessgaming,4000,73086
3338176,samzer,730,73086
627856,76561198011212454,42960,73084
4816495,shalew1212,730,73084
2648735,76561197961892438,730,73081
2887573,LeastValuablePlayer,4000,73078
4317469,Clown_Prince_Of_Crimes,730,73075
563029,XXXmemesnshitXXX,730,73067
1149208,4skin5head,4000,73043
714471,Mattsterg,4000,73027
1088910,76561198119506760,730,73010
2636850,76561198005223393,80,73007
3663979,76561198025613632,230410,72993
682874,76561198065322400,304930,72993
3497350,76561198043464122,8500,72992
4453006,FractionOfRed,230410,72990
3386712,mfwlife,730,72987
3813641,AngelofMercyAngela,730,72984
4958845,76561198084972394,4000,72972
4044941,76561198014626641,10190,72950
534584,76561198065983232,4000,72940
4975129,Moskiukas,730,72906
4294438,Daaannns,730,72902
4991332,76561198088155821,304930,72898
2931315,Speedking3002,730,72892
3383672,sherlock111,4000,72890
3333959,58077979,4000,72881
3253494,76561198092493461,230410,72867
974163,kilroy_maddog,10190,72865
2944122,76561198090607370,730,72863
1998144,Suyjec,730,72834
3200529,kiezi101,730,72832
4512318,scarski,730,72821
3825558,76561198034572029,730,72821
2311551,mickylolz12,4000,72797
52052,AppoGetsSuperAdmin,4000,72764
1887259,iamnewbplayer,238960,72759
2234854,76561198080543893,224540,72756
900573,76561198078148720,730,72754
3237571,dontcopythisprofilelink,107410,72743
3687197,GossipWeasel,730,72732
1151788,76561198084382139,48700,72727
3895180,76561197982383570,4000,72726
3808429,NyanKouhai,4000,72725
490161,76561198056094672,8930,72717
320579,NinjaZStarz,730,72716
1633107,modz_x,240,72713
780514,Chinnigan,730,72710
3057019,manmr,4000,72707
1368904,gourmetdeadthings,4000,72703
3740992,rawritspeter,730,72691
4123000,76561198026581175,730,72681
880449,sasnapper,730,72680
944813,76561198064708436,72850,72678
1313323,mresprofile,730,72668
3263798,ravichop89,730,72656
927042,76561198067329668,730,72634
444346,76561198037652924,107410,72633
4164142,davyboy117,730,72627
2791801,cWodrex,730,72605
2012004,PistolaAfricana,4000,72591
2719242,spravsnarff,218620,72579
2255120,76561198100266233,730,72575
4625394,76561198063312584,202990,72567
3263875,76561198077110027,4000,72566
980119,76561198053170819,4000,72546
90586,ConkerBirdy,8500,72537
4170566,CHumml33,10,72522
4745859,76561198070014969,238960,72520
813342,76561198042087397,105600,72505
1169434,appalot,220200,72503
979029,76561198073859353,105600,72497
3756157,76561198076814442,730,72494
3516682,76561198044378028,346900,72492
4773755,Neztile,4000,72488
4945699,PushAltF4,4000,72484
2844313,akene45,304030,72483
1360696,76561198065160268,107410,72481
771107,76561197992006072,227940,72462
3014811,3mike,113400,72451
1749206,FoxAndVixen,730,72447
3189897,76561198044948113,730,72427
3250913,Radar_CS,730,72426
2252842,76561198077811662,4000,72419
2268333,mtrain3,730,72410
4532688,doooomie,10,72404
211864,76561198094836134,730,72396
4272208,76561198041249725,4000,72393
1787450,carterbegrie,4000,72393
2451457,Vexos12,107410,72391
570061,76561198073991990,730,72385
164688,76561198084719787,230410,72380
4644984,coejc,730,72380
2866709,76561198066501523,8930,72358
619630,kharmakazi,218620,72353
2734287,izaac94,4000,72351
3949369,76561197997093711,206480,72342
4885195,76561198079117055,730,72336
1079650,offlinebyourmine,4000,72325
940927,Etoka,48700,72323
3819873,76561198135679371,730,72313
868532,azure123zecron,230410,72310
893489,MEOWYMEOOWWEWEW,4000,72306
1093563,nightwingrocks,230410,72297
2340706,76561198076583990,730,72294
108771,76561198043339975,252490,72292
2051653,76561198087266823,730,72291
798887,76561198072556585,730,72282
4351259,SneaaakyFuckingSniper,240,72266
164579,hoot_toot,230410,72265
1775545,reidsmoe,4000,72264
3536271,terrill000,236850,72258
1132053,jessethings,730,72247
3830338,76561197961464265,4000,72239
4047822,76561198015325404,550,72223
3460830,76561198027790360,730,72221
1497194,ryanchuabacon,730,72220
892927,Enemyofthetroll,730,72215
1176039,76561198045183159,202990,72210
1166761,76561198033134963,72850,72201
4813889,76561198073645071,730,72181
4070145,trihead,550,72173
4283123,SAW2U,8930,72169
4101359,76561198024206813,72850,72168
3699700,76561198047720854,730,72167
169609,76561198090768760,4000,72157
4440984,76561198050778010,730,72156
3023370,SgtMisfit,730,72155
2940300,iluvbutt,730,72153
54258,76561198088538797,4000,72149
4231244,76561198038371920,240,72137
2948343,MadTheck,105600,72134
4635062,cruelbananas,107410,72124
4959203,76561198085041947,730,72112
4083267,hyunter,730,72102
3411539,Ski11ed,4000,72080
2557948,frostyassnow,730,72070
761510,epicnugg,230410,72058
4662218,_alien,240,72058
1965479,76561198104717542,730,72052
193633,Grey_jo,730,72050
4691179,34565754,107410,72050
5147716,76561198216570016,730,72048
3895373,76561197982477990,240,72032
2601081,Glitchar,4000,72021
2599356,piervdm,4000,72013
227922,thelostwolf,730,71998
4877365,GothamDetectiveJim,730,71994
1315597,MRmeohme,730,71968
3253032,76561198077113551,200210,71967
3122024,76561198036322250,730,71958
4490882,cancerbois2001,730,71932
652591,angel939_anime_lover,4000,71930
1238859,freebrains,730,71926
2284964,chocoM16,236850,71923
4528473,exilecs,730,71899
93822,CrazyGiraffe71,107410,71897
1856027,76561198024174581,730,71896
5089813,76561198101193976,4000,71890
3368754,76561198086507276,730,71889
48378,Andraison,730,71885
671704,NovaL7,10,71882
1480767,amagamissisbest,730,71878
2100142,thearcheo,730,71869
2879564,kitty420blazeit,252490,71866
2117139,jehdo,730,71865
1747817,Viol3ntSpanky,240,71851
4113807,loch_94,730,71847
1489602,rosden,730,71841
104852,76561198056960847,730,71838
2078716,TwoPixel,252490,71830
499583,trpler,730,71815
388995,rockettwins,333930,71809
2464615,76561198054544978,4000,71809
1920227,76561197965205416,730,71806
1057013,76561198084755657,238960,71804
471788,76561198092114416,8930,71792
3504277,76561198056474589,730,71782
70402,76561198043296029,230410,71781
2237012,Scriptdrive,230410,71776
4892069,Skupy,4000,71756
3206760,76561198038659753,730,71747
3311352,76561198043226468,230410,71746
3567650,76561198065488954,4000,71745
2526456,76561197974804604,238960,71742
3628288,Beats92,730,71739
3028886,MLGDominatorGaming,304930,71729
733634,nihilmaiza,730,71726
1303735,76561198043821248,49520,71724
2614015,76561198084300729,730,71719
641002,oLdxZ5vt,218620,71710
843740,Alpha_m0use,730,71701
3023951,76561198142511076,730,71692
2220607,brilliantbrenny,212500,71687
1941901,76561198211545443,4000,71668
3519417,shaggerdag,8930,71653
932328,oshilorenzo89,322170,71649
1114744,76561198085719106,730,71646
3703150,76561198080519692,730,71640
2242915,Caesar3z,730,71633
161254,76561198069896420,4000,71618
1093294,IgniteAU,730,71616
4463868,76561198052804938,4000,71609
1436034,Zbsilversurfer,730,71578
196861,HallowedDragon,730,71573
68099,76561198087471896,730,71559
4156227,76561198030350231,730,71559
127431,blablabla174,730,71558
2683151,DrJWATSON,730,71556
629640,DaQuestoMondoAndiamAManiVuote,730,71544
1192252,PsychoticRazor,323370,71539
3671107,76561198049093949,4000,71538
1727024,42654264,730,71535
4539436,magentasteadtler,4000,71518
4335563,YendalsOldSchool,10,71515
5146816,huangsy,304930,71512
2684706,PinkMarshmellow,730,71488
4805152,TravyTheTractor,730,71464
487235,Vinegreen,39210,71441
121699,D00MS,10190,71433
1653820,CHEESEY_NINJA,4000,71431
1406629,deathtotraitors777,107410,71413
417047,SillyBilly1089,271590,71411
647534,76561198053399205,202990,71399
288376,76561198062491543,4000,71397
3803885,76561198072044070,240,71381
543519,ihopethisurlhasnotbeentaken,730,71375
3257964,76561198045516933,218620,71359
1975293,76561198081193763,200210,71344
2424835,76561198091482651,730,71343
3649810,uwotuniquem8,730,71341
3331712,PalladsBalladOfSallad,105600,71341
1672376,thebarnezy,730,71315
291440,76561198105835014,4000,71304
2803407,HikuStorm,730,71301
858269,76561197966950679,236850,71297
1443449,76561198045640612,230410,71293
2355759,ssdjr,730,71291
1051167,H4ZEY,730,71277
1279071,OfficialMiKapp1t,730,71268
3692468,daemonslove,4000,71267
4920813,crazedunicorn15,4000,71256
3744433,76561198086950427,99900,71243
744929,76561197970675875,240,71219
4942894,SpecialKid,4000,71217
3510024,76561198017733222,215080,71199
1781064,76561198029997863,201310,71185
337527,76561198121840547,730,71174
703389,76561198000149660,363970,71165
832036,gidgetx,4000,71164
4535935,76561198057848197,287700,71163
3312594,Ruben_esea,730,71147
2903159,76561197970874404,4000,71141
2271240,dankmarmes,200210,71135
1008757,76561198134334226,730,71129
2028426,76561198045884541,45760,71119
3249377,76561198065333897,730,71119
4870228,54321DrOpThEbAsS,730,71114
4189016,76561198034468621,10190,71102
186728,76561198036853946,230410,71088
2067526,Akula_941,107410,71065
1459481,datr0llface,230410,71065
4247075,177652,72850,71060
988761,76561198074209912,730,71057
408152,76561198100973546,291480,71049
3756170,76561198064036625,730,71047
3676911,Koogie,730,71042
1631867,tornadicpro,730,71041
1563778,skooberdoober,730,71029
3683486,76561198014947498,4000,71026
633833,Adnurak,211420,71017
636714,Xyphien,363890,71011
2677967,HomelessMoe,4000,71006
149531,76561198073725626,230410,71004
1858340,76561198095944746,730,70994
4260564,J0bb3r3,730,70991
1442954,76561198063499902,730,70990
8854,jarrodtrim,4000,70973
3041122,explosiv3,4000,70965
1562579,6738497298564377854673421,730,70965
4088632,misschekie,730,70964
4473779,76561198053458458,230410,70961
1898754,76561198015035218,230410,70946
400130,KRASA,730,70940
530969,Divisionary,221380,70937
2260098,blazesurge,730,70920
1826301,76561197990997704,8930,70919
1225425,diarus,730,70918
71661,76561198039778856,730,70911
1951796,x_PsychoSid_x,4000,70910
3033082,76561198090507837,730,70898
1857481,76561198050944421,236390,70880
369358,Rabwick,240,70878
2442658,haydnishouston,730,70875
1197660,76561198078678112,105600,70872
4892207,andyloveerin,730,70872
1604811,blankzer,4000,70870
4970634,76561198086034976,240,70858
1403482,76561198071374629,730,70858
1066312,uscarrierenterprise,4000,70846
139862,TacticalLynx,4000,70829
566792,Alex_Feed,730,70821
2506162,ByforceOfwill,730,70820
4841675,NathanWilson,730,70817
114015,76561198107928649,730,70814
2580329,Gemini_Tiw,730,70812
2993625,Meatman1151,221100,70810
356637,pirateness,730,70807
4491801,dinesh-2000,378120,70789
3816711,HolyJw,730,70786
4306085,dsmob,730,70782
997760,76561198053522268,200510,70769
784336,djcharles02,730,70763
1474549,76561198009990123,243870,70761
2097499,srjjdoborel,730,70751
1702180,76561197986593531,730,70739
2416066,Mr-Liam,4000,70734
3234757,psyllid,221100,70726
5015502,ZennyAckbar,730,70717
3788000,TheCookiesDream,4000,70708
1913271,Gabo9,4000,70707
1888343,intelligentlemanofbristol,230410,70706
2081988,76561198058470460,730,70702
3490867,Jack_of_all_Trades,42690,70691
3779488,antrax_lp,730,70678
520075,76561198004791440,4000,70673
3410446,76561198062174028,4000,70662
3366795,76561198030181298,4000,70659
2149518,JewishThong,730,70653
1508931,Nornauts,204300,70640
569816,76561198199891675,730,70628
4042175,76561198014080259,240,70627
129716,UtaTokyoGhoul,730,70625
1970136,AD51,730,70622
2099138,76561198083104626,230410,70621
4373203,olmateyme,4000,70620
407117,76561198013055159,4000,70618
1771417,76561198059935046,230410,70615
1525312,76561198015859040,238960,70608
2665587,76561198055179537,730,70605
162792,compuguy123,730,70605
889702,KremBrulee,377160,70604
1958999,76561198063575392,730,70597
123781,DakkeR,1250,70587
3743112,76561198072786711,730,70563
741790,76561198064582506,107410,70544
1882227,76561198050543795,730,70539
6100,Moomfina,4000,70525
4668276,rangalocks,4000,70516
524171,freshovenbakedmemes,4000,70512
3796458,76561198076005433,730,70508
2373875,76561198085296161,4000,70507
244494,iloveyouus,730,70506
4335689,ahikup,730,70504
2837405,76561197997194135,730,70494
3358511,76561198060064036,346110,70484
5087581,76561198100609555,730,70479
3777437,Powerfulzeus,240,70477
2154909,76561198049953557,240,70475
27901,76561198071175142,730,70474
4745154,KRISPY_DREME,107410,70469
4975207,Hyeeeon,730,70469
3047093,76561198081522112,730,70461
5129918,hayda123,730,70460
3801710,76561198039821585,304930,70451
3610577,76561198076873630,4000,70448
4986261,harryedwardes123,730,70447
1742545,76561198066004879,218230,70446
2637884,HailStorm72,730,70445
5030543,76561198092052680,230410,70441
2544973,76561197999075044,4000,70430
5028534,76561198091852462,730,70423
4228514,akministrator,730,70419
707216,bennytrev,4000,70401
2688508,76561198088045830,730,70397
4990761,anuke,730,70387
4187434,rubber64,4000,70386
664343,95MAY,4000,70380
5069406,dartervoid,730,70363
175437,76561198073409906,386360,70361
3871305,76561197972565304,240,70361
1483402,RobBobLeCornCob,730,70353
2111537,hemcom,730,70349
203949,76561198090471916,730,70342
446955,dmorrell,72850,70342
1864590,64574574574744,730,70341
1316721,MOnkeyASS12,4000,70340
1007577,geodoomcraft,730,70338
1422956,PobbiC,730,70328
2242324,cacapigeon,202990,70322
2799907,jules47,730,70312
2282147,48226746,730,70308
334319,76561198070090079,200210,70305
2772237,76561198069122441,730,70298
