item_id,release_date_imputed,tags&genres,hours,minutes
376932,2016-02-15,"['Simulation', 'Trains']",,
436790,2016-02-15,"['Indie', 'Adventure']",,
437880,2016-02-15,"['Indie', 'Casual', 'Adventure', 'Platformer']",69.61666666666666,37.0
439930,2016-02-15,"['Strategy', 'Action', 'Indie', 'Casual', 'Singleplayer', 'War', '2D', 'Sci-fi', 'Arcade', 'Tower Defense', 'Retro', 'Survival', 'Atmospheric', 'Stylized', 'Wargame', 'RTS', 'Classic', 'Funny', 'Action RPG', 'Fantasy']",55.13333333333333,8.0
388120,2016-02-15,"['Adventure', 'Casual', 'Visual Novel']",236.48333333333332,29.0
428340,2016-02-15,"['Design & Illustration', 'Animation & Modeling', 'Video Production', 'Game Development']",10.683333333333334,41.0
400810,2016-02-15,,,
440760,2016-02-15,"['Indie', 'Action', 'Top-Down', 'Singleplayer', ""Shoot 'Em Up"", 'Arcade', 'Shooter', 'Destruction']",218.83333333333334,50.0
444820,2016-02-15,"['Action', 'RPG', 'Indie']",,
427930,2016-02-15,"['RPG', 'Indie', 'Adventure', 'Casual', 'Lovecraftian', 'Visual Novel', 'Funny', 'Dating Sim', 'Female Protagonist', 'Singleplayer', 'Horror', 'Fantasy', 'Sci-fi', 'Demons', 'Conspiracy', 'Walking Simulator', 'Werewolves', 'Comedy', 'Dark Humor', 'Science']",84.98333333333333,59.0
428710,2016-02-15,"['RPG', 'Indie', 'Casual', 'Action', 'Adventure']",,
436110,2016-02-15,"['Free to Play', 'Horror', 'Adventure', 'Action', 'Indie', 'Multiplayer', 'First-Person', 'FPS', 'Singleplayer', 'Stealth', 'Mythology']",55.31666666666667,19.0
443400,2016-02-15,"['Action', 'Adventure', 'Indie', 'Free to Play']",,
435300,2016-02-15,"['Indie', 'Visual Novel', 'Adventure', 'Casual', 'Female Protagonist', 'Great Soundtrack', 'Horror', 'Atmospheric']",48.06666666666667,4.0
391720,2016-02-15,"['Horror', 'Psychological Horror', 'Atmospheric', 'Walking Simulator', 'First-Person', 'Indie', 'Adventure', 'Singleplayer', 'Story Rich', 'Psychedelic', 'Great Soundtrack', 'Puzzle', 'Dark', 'Exploration', 'Mystery', 'Lovecraftian', 'Surreal', 'Survival Horror', 'Point & Click', 'Short']",562.1,6.0
430330,2016-01-20,"['Adventure', 'RPG', 'Indie', 'Casual', 'Action']",,
436510,2016-02-10,"['Early Access', 'Action', 'Indie', 'RPG', 'Strategy', 'Character Customization', 'Open World', 'Action RPG', 'Party-Based RPG', 'Real-Time with Pause', 'Fantasy', 'Exploration']",0.0,0.0
410760,2016-02-12,"['Strategy', 'Action', 'Indie', 'Casual']",,
394260,2016-02-15,"['Casual', 'Action', 'Indie', 'Rhythm', 'Music']",4.183333333333334,11.0
425110,2016-02-15,"['Action', 'Fighting']",,
310950,2016-02-15,"['Fighting', 'Multiplayer', 'Competitive', '2D Fighter', 'Action', 'Arcade', 'Local Multiplayer', 'e-sports', '2.5D', 'Great Soundtrack', 'Anime', 'Singleplayer', '2D', 'Classic', 'Controller', 'Female Protagonist', 'Memes', ""Beat 'em up"", 'Heist', 'Nudity']",13350.8,48.0
444680,2016-02-15,['Action'],,
365510,2016-02-15,"['Indie', 'Casual', 'Puzzle']",,
444780,2016-02-16,"['Action', 'Indie', 'Casual']",,
379544,2016-02-16,['Simulation'],,
379583,2016-02-16,['Simulation'],,
418360,2016-02-16,"['Action', 'Indie', 'Local Multiplayer', 'Competitive', 'Fighting']",27.066666666666666,4.0
435510,2016-02-16,"['Strategy', 'Indie', 'Simulation']",,
433270,2010-10-01,"['Comedy', 'Movie', 'Fantasy']",4.4,24.0
444410,2016-02-16,"['Indie', 'Adventure', 'Action', 'Casual', 'Simulation']",27.833333333333332,50.0
441540,2012-08-10,"['Comedy', 'Movie']",7.483333333333333,29.0
404850,2016-02-16,"['Indie', 'Casual', 'Platformer', 'Pixel Graphics', 'Puzzle-Platformer', 'Side Scroller']",55.86666666666667,52.0
406940,2016-02-16,"['Action', 'Racing', 'Indie', 'Rhythm', 'Music']",11.166666666666666,10.0
427675,2016-02-16,['Action'],,
425760,2016-02-16,"['Indie', 'Casual', 'Puzzle', 'Platformer']",,
399530,2016-02-16,"['Casual', 'Indie', 'Strategy', 'Puzzle']",50.46666666666667,28.0
427676,2016-02-16,['Action'],,
440950,2016-02-17,"['Adventure', 'RPG', 'RPGMaker', 'Indie', 'Action', 'Simulation', 'Survival', 'Zombies', 'Crafting', 'Post-apocalyptic', 'Action RPG', 'Anime', 'Pixel Graphics']",22.833333333333332,50.0
392000,2016-02-16,"['Action', 'Racing', 'Cyberpunk', 'Runner', 'Parkour', 'Sci-fi', 'Singleplayer', 'Great Soundtrack', 'Arcade']",104.0,0.0
438270,2016-02-16,"['Education', 'RPG', 'Indie', 'Adventure', 'RPGMaker', 'JRPG', 'Anime', 'Singleplayer']",301.1666666666667,10.0
404980,2016-02-16,['Simulation'],,
434680,2016-02-16,"['Indie', 'Casual', 'Card Game', 'Anime']",133.55,33.0
439740,2016-02-17,"['Early Access', 'Adventure', 'Indie', 'Casual']",0.0,0.0
439390,2016-02-17,"['Utilities', 'Audio Production', 'Software Training', 'Web Publishing', 'Video Production']",,
437710,2016-02-17,"['Adventure', 'Indie', 'Casual', 'Puzzle']",0.0,0.0
405050,2016-02-17,['Casual'],1.5,30.0
402060,2016-02-17,"['Adventure', 'Indie', 'Walking Simulator', 'Exploration', 'First-Person', 'Sci-fi', 'Surreal']",4.866666666666667,52.0
385670,2016-02-17,"['Action', 'Adventure', 'RPG', 'Indie', 'Casual']",,
402150,2016-02-17,"['Casual', 'Education', 'Music', 'Indie', 'Puzzle']",3.9333333333333336,56.0
444550,2020-04-06,"['Racing', 'Action', 'Indie', 'Procedural Generation', 'Singleplayer', 'Runner', 'Fast-Paced']",8.283333333333333,17.0
443980,2016-02-17,"['Nudity', 'Indie', 'Adventure', 'Mature', 'Visual Novel', 'Simulation', 'Anime', 'Singleplayer', 'Memes']",155.9,54.0
262120,2016-02-17,"['Tower Defense', 'Action', 'Strategy', 'Casual', 'Indie', 'Simulation', 'Multiplayer', 'Co-op', 'Cold War', 'Shooter', 'Arcade', 'Singleplayer', 'World War I', 'War', 'Local Co-Op']",775.05,3.0
443780,2016-02-17,['Casual'],,
444940,2016-02-17,"['Action', 'Indie', 'Arcade', 'Fast-Paced', 'Great Soundtrack', 'Bullet Hell', 'Cyberpunk', 'Anime']",5.283333333333333,17.0
382990,2016-02-17,,,
434820,2016-02-17,"['Indie', 'Casual', 'Puzzle', 'Pixel Graphics']",0.45,27.0
433850,2016-02-17,"['Early Access', 'Survival', 'Massively Multiplayer', 'Multiplayer', 'Open World', 'PvP', 'Action', 'FPS', 'Shooter', 'Third-Person Shooter', 'Co-op', 'Adventure', 'Zombies', 'Online Co-Op', 'Violent', 'First-Person', 'Gore', 'Walking Simulator', 'Horror', 'Nudity']",40746.316666666666,19.0
253490,2016-02-17,"['Free to Play', 'Massively Multiplayer', 'Action', 'RPG', 'MMORPG', 'Adventure', 'Anime']",369.5833333333333,35.0
434860,2016-02-18,"['RPG', 'Anime']",35.733333333333334,44.0
440390,2016-02-18,"['Free to Play', 'Action', 'Massively Multiplayer', 'RPG']",,
412560,2016-02-18,['Sports'],0.0,0.0
399120,2016-02-18,"['Action', 'FPS', 'Singleplayer', 'Sci-fi', 'Shooter', 'First-Person', 'Mod', 'Story Rich', 'Indie']",82.21666666666667,13.0
441760,2016-02-18,"['Adventure', 'RPG', 'Indie', 'Great Soundtrack', 'Soundtrack']",,
430190,2016-02-19,"['Indie', 'Local Multiplayer', '4 Player Local', 'Multiplayer']",20.383333333333333,23.0
443660,2016-02-18,['Strategy'],,
411650,2016-02-18,"['Strategy', 'Indie', 'Space', 'Multiplayer', 'Sci-fi', '4X', 'Turn-Based', 'Hex Grid', 'Turn-Based Strategy', 'Singleplayer', 'Exploration', 'Futuristic', 'Grand Strategy', 'Simulation', 'Diplomacy']",,
429610,2016-02-18,"['Adventure', 'Hidden Object', 'Casual', 'Point & Click', 'Female Protagonist', 'Puzzle', 'Singleplayer', 'Family Friendly', 'Atmospheric', '2D', 'Great Soundtrack', 'Story Rich', 'Indie', 'Fantasy', 'Mystery', 'Horror']",70.55,33.0
444160,2016-02-18,"['Indie', 'Casual', 'Simulation']",71.9,54.0
350090,2016-02-18,"['Strategy', 'Simulation', 'Indie', 'Management']",3.0833333333333335,5.0
440530,2016-02-18,"['Strategy', 'Indie', 'Simulation']",,
444430,2016-02-18,"['Casual', 'Action', 'Family Friendly', 'Indie', 'Survival', 'Singleplayer', 'Education']",0.0,0.0
246620,2016-02-18,"['Strategy', 'Simulation', 'Indie', 'Singleplayer', 'Multiplayer', 'Zombies', 'Casual', 'Tactical', 'Replay Value', 'Post-apocalyptic', 'Realistic', 'Atmospheric', '2D', 'Co-op', 'Sandbox', 'Difficult', 'Survival', 'Horror', 'Action', 'Adventure']",23393.3,18.0
403940,2016-02-18,"['Indie', 'Action', 'RPG', 'Dungeon Crawler', 'Rogue-like', 'Puzzle', 'Strategy', 'Loot', 'Rogue-lite']",238.25,15.0
413410,2016-02-18,"['Anime', 'Mystery', 'Visual Novel', 'Detective', 'Story Rich', 'Great Soundtrack', 'Singleplayer', 'Adventure', 'Psychological Horror', 'Horror', 'Dark Comedy', 'Dark Humor', 'Puzzle', 'Point & Click', 'Action', 'Comedy', 'Funny', 'Survival', 'Exploration', 'Memes']",3421.6666666666665,40.0
433490,2016-02-18,"['Action', 'Casual', 'Platformer', 'Indie', 'Funny', 'Fast-Paced', 'Pixel Graphics']",4.35,21.0
258659,2016-02-18,['Simulation'],,
431730,2016-02-22,"['Pixel Graphics', 'Design & Illustration', 'Animation & Modeling']",469.43333333333334,26.0
432760,2016-02-18,"['Adventure', 'Casual', 'Hidden Object']",,
445450,2016-02-18,"['Design & Illustration', 'Web Publishing']",,
444000,2016-02-22,"['Racing', 'Sports', 'Indie', 'Arcade', 'Simulation', 'Anime', 'Female Protagonist', 'Retro', 'Singleplayer', 'Fast-Paced', 'Difficult', 'Great Soundtrack', 'Minimalist', 'Atmospheric', '1980s', 'Controller', 'Classic']",58.96666666666667,58.0
434530,2016-01-23,"['Early Access', 'Strategy', 'Indie', 'Casual']",83.38333333333334,23.0
445380,2016-02-22,"['Indie', 'Simulation', 'Racing', 'Sports']",,
429690,2016-02-22,"['Indie', 'Action', '4 Player Local', 'Local Multiplayer']",0.16666666666666666,10.0
442290,2016-02-22,"['Indie', 'Clicker', 'Retro']",41.733333333333334,44.0
296010,2016-02-22,"['Action', 'Indie', 'RPG', '6DOF']",53.95,57.0
434780,2016-02-22,"['Action', 'Indie', 'Casual', ""Shoot 'Em Up"", 'Fantasy', 'Arcade', 'Shooter', '2D', 'Sci-fi', 'Space', 'Atmospheric', 'Singleplayer', 'Stylized']",9.216666666666667,13.0
358460,2016-02-22,"['Strategy', 'Warhammer 40K', 'Games Workshop', 'Board Game', 'Multiplayer', 'Turn-Based', 'Fantasy', 'Singleplayer', 'Indie', 'Adventure']",34.43333333333333,26.0
442820,2016-02-22,['Strategy'],,
433460,2016-02-22,['Strategy'],,
323910,2016-02-22,"['VR', 'Benchmark', 'Software', 'Utilities', 'Free to Play']",,
436450,2016-02-22,['Strategy'],,
434910,2016-02-22,"['Simulation', 'Racing']",,
434070,2016-02-22,"['Indie', 'Puzzle', 'Zombies']",1.7333333333333334,44.0
442100,2016-02-22,['Action'],,
441870,2016-02-22,"['Racing', 'Indie', 'Retro', '1980s', 'Casual', 'Music', 'Great Soundtrack']",1145.95,57.0
426060,2016-02-22,"['RPG', 'Fantasy', 'Dungeon Crawler', 'Grid-Based Movement']",,
442101,2016-02-22,['Action'],,
438340,2016-02-22,"['Adventure', 'Indie', 'Casual', 'Walking Simulator', 'Singleplayer', 'Exploration', 'First-Person', 'Female Protagonist', 'Atmospheric', 'Mystery', 'Multiple Endings', 'Story Rich', 'Relaxing', 'Dragons', 'Narration']",18.866666666666667,52.0
444580,2016-02-27,"['Adventure', 'Space', 'Exploration', 'Sci-fi', 'First-Person', 'Puzzle', 'Survival', 'Atmospheric', 'Horror', 'Indie', 'Story Rich', 'Action', 'Simulation', 'Casual', 'Singleplayer', 'Platformer', 'Point & Click', 'Walking Simulator']",0.25,15.0
440690,2016-02-19,"['Indie', 'Action', 'Adventure', 'Horror', 'Exploration', 'Puzzle']",,
376933,2016-02-23,['Simulation'],,
390456,2016-02-23,"['Casual', 'Simulation']",,
394830,2016-02-23,"['Indie', 'Action', 'Puzzle']",0.0,0.0
390458,2016-02-23,"['Casual', 'Simulation']",,
390457,2016-02-23,"['Casual', 'Simulation']",,
390459,2016-02-23,"['Casual', 'Simulation']",,
436570,2016-02-23,"['Casual', 'Simulation']",,
436571,2016-02-23,"['Casual', 'Simulation']",,
445920,2016-02-23,"['Indie', 'Great Soundtrack', 'Puzzle-Platformer', 'Platformer']",,
354280,2016-02-23,"['Indie', 'Casual', 'Action', 'Simulation']",2.7333333333333334,44.0
419080,2016-02-23,['Simulation'],6.916666666666667,55.0
402660,2016-02-23,"['Strategy', 'Indie', 'Simulation']",,
417465,2016-02-23,['Action'],,
404250,2016-02-23,"['Adventure', 'RPG', 'Indie', 'Rogue-like']",,
438810,2016-02-23,"['Action', 'Adventure', 'Indie']",,
379576,2016-02-23,['Simulation'],,
379582,2016-02-23,['Simulation'],,
379543,2016-02-23,['Simulation'],,
440810,2016-02-24,"['Casual', 'Indie', 'Action', 'Bullet Hell', 'Anime', ""Shoot 'Em Up""]",629.0166666666667,1.0
336210,2016-02-24,"['Early Access', 'Action', 'Indie']",,
318600,2016-02-24,"['Survival', 'Adventure', 'Indie', 'Great Soundtrack', 'Female Protagonist', 'Crafting', 'Action', 'Rogue-like', 'Atmospheric', 'Exploration', 'Post-apocalyptic', 'Rogue-lite', 'Singleplayer', 'Difficult', 'Isometric', 'Strategy', 'Open World', 'Kickstarter']",337.05,3.0
427820,2016-02-23,"['Strategy', 'Turn-Based', 'Puzzle', 'Stealth', 'Singleplayer', 'Casual']",132.41666666666666,25.0
435190,2016-02-24,"['Strategy', 'RPG', 'Indie']",,
435200,2016-02-24,"['Strategy', 'RPG', 'Indie']",,
446890,2016-02-24,"['Adventure', 'Indie', 'Aliens', 'Fantasy', 'Point & Click', 'Comedy', 'Dungeon Crawler', 'Great Soundtrack', 'Visual Novel', 'Exploration', '2D', 'Retro', 'Magic', 'Funny', 'Atmospheric', 'Medieval', 'Singleplayer', 'Stylized', 'Gore', 'Dark Fantasy']",,
444220,2016-02-17,"['Action', 'Indie', 'Casual', 'Adventure', 'RPG', ""Shoot 'Em Up"", 'Space', 'Bullet Hell']",267.3333333333333,20.0
425040,2016-02-24,"['Adventure', 'Indie', 'Comic Book']",9.916666666666666,55.0
425210,2016-05-17,"['Stealth', 'Action', 'Female Protagonist', 'Adventure', 'Medieval', 'Assassin', 'Singleplayer', 'Third Person', 'Physics', 'Strategy', 'Atmospheric', 'Level Editor']",24.433333333333334,26.0
377590,2016-02-24,"['Animation & Modeling', 'Video Production']",0.9166666666666666,55.0
396480,2016-02-24,"['Strategy', 'Action', 'Indie', 'Space', 'Simulation', 'Rogue-like', '2D']",294.1333333333333,8.0
326023,2016-02-24,['Simulation'],,
411030,2016-02-24,"['Strategy', 'Action', 'Indie', 'Simulation']",,
435175,2016-02-24,,,
435170,2016-02-24,,,
445080,2016-02-24,"['Adventure', 'Indie']",,
435173,2016-02-24,,,
435177,2016-02-24,"['Funny', 'Free to Play']",,
435172,2016-02-24,,,
435176,2016-02-24,,,
435174,2016-02-24,,,
435171,2016-02-24,,,
439700,2016-02-24,"['Massively Multiplayer', 'Survival', 'Free to Play', 'Multiplayer', 'Shooter', 'Action', 'Open World', 'Zombies', 'FPS', 'Adventure', 'Co-op', 'PvP', ""Beat 'em up""]",133.31666666666666,19.0
268360,2016-02-24,"['Racing', 'Indie', 'Multiplayer', 'Split Screen', 'Local Multiplayer']",41.916666666666664,55.0
373410,2016-02-24,"['Early Access', 'Simulation', 'Indie', 'Strategy', 'Sandbox', 'Building', 'City Builder', 'Survival', 'Voxel']",14.2,12.0
405900,2016-02-24,"['RPG', 'Anime', 'Strategy RPG', 'JRPG', 'Turn-Based', 'Comedy', 'Turn-Based Strategy', 'Funny', 'Turn-Based Tactics', 'Tactical RPG', 'Strategy', 'Tactical', 'Singleplayer', 'Great Soundtrack', 'Demons', '2D', 'Pixel Graphics', 'Replay Value', 'Story Rich', 'Visual Novel']",1888.9166666666667,55.0
439541,2016-02-24,['RPG'],,
447300,2016-02-24,"['Adventure', 'RPG', 'Indie', 'Casual', 'Action', 'Zombies', 'Open World', 'Sandbox', 'Atmospheric', 'Action RPG', 'RPGMaker']",,
439540,2016-02-24,['RPG'],,
445440,2016-02-24,"['Casual', 'Visual Novel']",,
441940,2016-02-29,['RPG'],,
427030,2016-02-25,"['RPG', 'Historical', 'Story Rich', 'Singleplayer', 'Romance', 'CRPG', 'Anime', 'Great Soundtrack']",61.583333333333336,35.0
423750,2016-01-11,"['Indie', 'Casual', 'Psychedelic']",1.4166666666666667,25.0
420440,2016-02-25,"['Simulation', 'Strategy', 'Naval', 'Turn-Based', 'World War II', 'War', 'Singleplayer']",155.03333333333333,2.0
415800,2016-02-25,"['Simulation', 'Action', 'Space']",0.0,0.0
447890,2016-02-29,"['Casual', 'Indie', 'Action', 'Puzzle', 'Physics']",101.85,51.0
442260,2016-02-24,"['Action', 'Indie']",1.75,45.0
444040,2016-02-26,"['Adventure', 'Indie']",,
440820,2016-02-26,"['RPG', 'Simulation', 'Indie', 'Music']",,
428530,2016-02-26,"['Action', 'Indie', 'Shooter']",40.733333333333334,44.0
395850,2016-02-26,"['Adventure', 'Simulation', 'Memes', 'Indie', 'Open World', 'Action', 'Comedy', 'Singleplayer', 'Illuminati', 'Horror', 'Story Rich', 'Funny', 'Walking Simulator', 'Exploration', 'Gore', 'Survival', 'First-Person']",66.28333333333333,17.0
438040,2016-02-24,"['Free to Play', 'RPG', 'Casual', 'Massively Multiplayer', 'Adventure', 'Strategy', 'Multiplayer', 'Indie', 'MMORPG', 'Fantasy', 'Character Customization', 'Comedy', 'Medieval', 'Classic', 'Funny', 'Story Rich', 'Dark Humor', 'Clicker', 'Cult Classic', 'Singleplayer']",8041.033333333334,2.0
445170,2016-02-26,"['Indie', 'Casual', 'Action', 'Adventure', 'Horror']",42.21666666666667,13.0
443530,2016-02-26,"['Casual', 'Adventure', 'Indie', 'Action', 'Platformer']",1.9833333333333334,59.0
434180,2013-07-12,"['Indie', 'Casual', 'Action']",,
412130,2016-02-26,"['Early Access', 'Strategy', 'RPG', 'Indie', 'Pixel Graphics']",130.23333333333332,14.0
392440,2016-02-26,"['Adventure', 'RPG', 'Indie', 'Casual']",,
446980,2016-02-26,"['Simulation', 'Strategy', 'RPG', 'Indie', 'Casual']",,
444950,2016-02-26,"['Simulation', 'Adventure', 'Anime']",,
430960,2016-02-28,"['Visual Novel', 'Anime', 'Story Rich', 'Dating Sim', 'Romance', 'Robots', 'Simulation', 'Cute', 'Multiple Endings', 'Indie', 'Drama', 'Singleplayer', 'Casual', 'Sci-fi', '2D', 'Choose Your Own Adventure', 'Fantasy', 'Great Soundtrack', 'Science', 'Adventure']",152.36666666666667,22.0
441720,2016-02-29,"['Simulation', 'Strategy']",,
442000,2016-02-29,"['Adventure', 'Indie', 'Horror']",0.0,0.0
424250,2016-02-29,"['RPG', 'Adventure', 'Strategy', 'Indie', 'Crafting', 'Sandbox', 'Isometric', 'Turn-Based Combat', 'Fantasy', 'CRPG', 'Open World']",58.016666666666666,1.0
433960,2016-02-29,"['Early Access', 'Adventure', 'Indie', 'Point & Click']",9.816666666666666,49.0
448750,2016-02-29,"['RPG', 'Indie', 'Casual', 'RPGMaker', 'Action', 'Adventure', 'Strategy']",23.65,39.0
401690,2016-02-25,"['Strategy', 'Simulation', 'Survival', 'Indie', 'Sandbox', 'Base Building', 'Management', 'Post-apocalyptic']",76.71666666666667,43.0
440340,2016-03-16,"['Action', 'Anime', 'On-Rails Shooter']",106.43333333333334,26.0
413540,2016-02-29,"['Puzzle-Platformer', 'Puzzle', 'Indie', 'Casual', 'Adventure', 'Local Co-Op']",,
434970,2016-02-25,"['Action', 'Indie', 'Crafting', '2D', 'Pixel Graphics', 'Retro', 'Singleplayer', 'Cartoony', 'Replay Value', 'Great Soundtrack', 'Cute', 'Remake', 'Difficult', 'Platformer', 'Female Protagonist']",0.0,0.0
434390,2016-02-25,"['Action', 'Adventure', 'Indie', 'Pixel Graphics']",25.1,6.0
442310,2016-02-22,"['Design & Illustration', 'Tutorial']",,
372810,2016-02-25,"['Adventure', 'Indie', 'Casual', 'Nudity']",,
322500,2016-02-25,"['FPS', 'Action', 'Bullet Time', 'First-Person', 'Time Manipulation', 'Singleplayer', 'Indie', 'Puzzle', 'Shooter', 'Strategy', 'Minimalist', 'Short', 'Tactical', 'Difficult', 'Bullet Hell', 'VR', 'Cyberpunk', 'Kickstarter', 'Funny', 'Multiplayer']",5616.7,42.0
447480,2016-02-25,['Simulation'],,
431860,2016-02-25,"['Strategy', 'Indie', 'Casual', 'Puzzle', 'Colorful', 'Family Friendly', 'Difficult']",26.15,9.0
443850,2016-02-25,"['Indie', 'Action', 'Difficult']",,
442500,2016-02-25,"['Strategy', 'Simulation', 'Management', 'RPG', 'Indie', 'Casual', 'Sports', 'Rome']",86.68333333333334,41.0
444280,2016-03-03,"['Casual', 'Puzzle']",93.83333333333333,50.0
434700,2016-03-03,"['Indie', 'Platformer', 'Puzzle']",0.0,0.0
381320,2016-03-03,"['Action', 'Indie', ""Shoot 'Em Up"", 'Twin Stick Shooter', 'Bullet Hell', 'Arcade', 'Psychedelic', 'Colorful', 'Shooter', '2D', 'Singleplayer', 'Space', 'Great Soundtrack', 'Replay Value']",,
440880,2016-03-03,"['Adventure', 'Indie', 'Pixel Graphics', 'Horror', 'RPG', 'Stealth', 'Mystery', 'Survival Horror', 'Top-Down', 'Fantasy', 'Surreal', 'Anime', 'Action-Adventure', '2D']",21.483333333333334,29.0
326047,2016-03-03,['Simulation'],,
352950,2016-03-03,"['Survival', 'Open World', 'Multiplayer', 'Crafting', 'Action', 'Sandbox', 'Adventure', 'Co-op', 'Zombies', 'Indie', 'First-Person', 'Realistic', 'Third Person', 'Singleplayer', 'FPS', 'Building', 'Free to Play']",28.166666666666668,10.0
407830,2016-03-03,"['Action', 'Adventure', 'Indie', 'PvP', 'Mechs', 'Robots', 'Local Multiplayer', 'Third-Person Shooter']",35.88333333333333,53.0
435570,2016-03-03,"['Adventure', 'Indie', 'Casual']",,
402040,2016-03-10,"['Indie', 'Adventure', 'Puzzle', 'Atmospheric', 'Mystery', 'Horror', 'First-Person', 'Walking Simulator', 'Psychological Horror']",36.36666666666667,22.0
355560,2016-03-03,"['Action', 'Indie', 'Adventure', 'Racing', 'Runner', 'Shooter']",86.63333333333334,38.0
441700,2016-03-03,"['Strategy', 'Adventure', 'RPG', 'Indie']",,
402340,2016-03-03,"['Action', 'Indie', ""Shoot 'Em Up"", 'Arcade', 'Shooter', 'Singleplayer', 'Robots', 'Mechs']",7.883333333333333,53.0
450150,2016-03-03,"['Casual', 'Simulation', 'Strategy']",,
445710,2016-03-03,"['RPG', 'Indie', 'Casual']",,
441710,2016-03-03,"['Action', 'Adventure', 'Indie']",,
437400,2017-11-10,"['Free to Play', 'Simulation', 'Indie', 'Multiplayer', 'VR']",11.65,39.0
374620,2016-03-04,"['Adventure', 'Indie', 'Simulation']",0.0,0.0
432290,2016-03-03,"['Free to Play', 'Strategy', 'RPG', 'Massively Multiplayer', 'Indie', 'Turn-Based']",23.266666666666666,16.0
449600,2016-03-03,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",,
440380,2016-03-03,"['Indie', 'Action', 'Cute', '4 Player Local', 'Anime']",47.15,9.0
449360,2016-03-04,"['Action', 'Indie']",,
428550,2016-03-04,"['Pixel Graphics', 'Metroidvania', 'Female Protagonist', 'Action', '2D', 'Anime', 'Indie', 'Platformer', 'Cute', 'Singleplayer', 'Difficult', 'Great Soundtrack', 'Fantasy', 'Adventure', 'Side Scroller', 'Exploration', 'Atmospheric', 'Controller', 'Dark Fantasy', 'Classic']",397.01666666666665,1.0
443470,2016-03-04,"['Strategy', 'Indie']",,
446460,2003-01-20,"['Strategy', 'RTS']",0.0,0.0
446480,2016-03-04,['Simulation'],1.3666666666666667,22.0
446470,2016-03-04,['Simulation'],16.1,6.0
446440,2016-03-04,"['Casual', 'Hidden Object']",0.0,0.0
433210,2015-03-04,"['Strategy', 'RPG', 'Indie']",294.23333333333335,14.0
450780,2016-03-04,"['Indie', 'Casual']",,
449350,2016-03-04,"['Casual', 'Indie', 'Hidden Object']",0.0,0.0
421670,2016-03-04,"['Free to Play', 'Visual Novel', 'Indie', 'Nudity', 'Sexual Content', 'Anime', 'Simulation', 'RPG', 'Romance', 'Female Protagonist', 'Mature', 'Horror', 'Singleplayer', 'Dark']",199.66666666666666,40.0
431410,2016-03-07,"['Action', 'Indie', 'Casual', 'Puzzle']",0.13333333333333333,8.0
420160,2016-03-07,"['Indie', 'Casual', 'Action', 'Music-Based Procedural Generation', 'Music', 'Word Game', 'Spelling', 'Puzzle']",2.3,18.0
449601,2016-03-07,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",,
371870,2016-03-07,"['Adventure', 'Indie']",,
449603,2016-03-07,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",,
449602,2016-03-07,"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",,
389510,2016-03-07,"['Sexual Content', 'Memes', 'Cold War', 'Mature', 'Racing', 'Dark', 'Psychedelic', 'FPS', 'Difficult', 'Indie', 'Family Friendly', 'Action', 'Sports', 'Funny', 'Casual', 'Atmospheric', 'Multiplayer', 'Fantasy', 'Comedy', 'Singleplayer']",13.8,48.0
416424,2016-03-07,"['Action', 'Adventure', 'Anime', 'Fighting', 'Ninja']",,
450220,2017-11-10,"['Action', '6DOF', 'Free to Play', 'Space', 'Shooter', 'Singleplayer', 'Multiplayer']",21.333333333333332,20.0
438690,2016-03-08,"['Sports', 'Action', 'Racing', 'Indie', 'Batman', 'Multiplayer']",,
427860,2016-03-07,"['Adventure', 'Indie', 'Casual', 'Strategy', 'Sci-fi', 'Visual Novel']",0.8,48.0
437702,2016-03-07,"['Action', 'RPG', 'Adventure']",,
365590,2016-03-07,"['Open World', 'Third-Person Shooter', 'Multiplayer', 'Action', 'Co-op', 'Shooter', 'RPG', 'Post-apocalyptic', 'Online Co-Op', 'Survival', 'Massively Multiplayer', 'Tactical', 'Third Person', 'MMORPG', 'Adventure', 'Atmospheric', 'Singleplayer', 'Stealth', 'FPS', 'Sandbox']",92621.88333333333,53.0
366690,2016-03-07,"['Action', 'Simulation', 'Sports', 'Indie', 'Strategy', 'Casual', 'Pool']",2.283333333333333,17.0
437700,2016-03-07,"['Action', 'RPG', 'Adventure', 'Multiplayer']",,
437701,2016-03-07,"['Action', 'Adventure', 'RPG']",,
412310,2016-03-07,"['Early Access', 'Card Game', 'Turn-Based Tactics', 'Strategy', 'Free to Play', 'Trading Card Game', 'Asynchronous Multiplayer', 'Indie', 'Tactical RPG', 'RPG', 'Turn-Based', 'Multiplayer', 'Dungeon Crawler']",38.43333333333333,26.0
408880,2016-03-08,"['Casual', 'Strategy', 'Tower Defense']",,
434062,2016-03-08,['Simulation'],,
434061,2016-03-08,['Simulation'],,
438140,2016-03-08,"['Strategy', 'Card Game', 'Free to Play', 'Board Game', 'Asynchronous Multiplayer']",51.53333333333333,32.0
440040,2016-03-08,['Strategy'],,
438150,2016-03-08,"['Strategy', 'Card Game']",,
440050,2016-03-08,['Strategy'],,
