user_id,item_id,recommend,sentiment_analisys,modified_date,app_name&title
Batthew,211820,True,1,2020-08-08,Starbound
Batthew,275850,False,1,2020-08-13,No Man's Sky
Batthew,319510,True,0,2014-11-06,Five Nights at Freddy's
scarcityy,226700,False,0,2013-06-26,
76561198016487628,252490,True,1,2014-04-06,Rust
DoctorCryies,311340,True,1,2014-12-19,METAL GEAR SOLID V: GROUND ZEROES
33334scat,220240,True,1,2014-04-27,Far Cry 3
76561198081059406,352460,True,1,2015-08-22,Dead Realm
gabrielschmid,257710,True,1,2014-09-10,Max Gentlemen
gabrielschmid,440,True,1,2014-08-06,Team Fortress 2
thesynna,364360,True,1,2020-08-27,Total War: WARHAMMER
thesynna,218230,True,1,2014-12-23,PlanetSide 2
thesynna,209870,True,1,2014-04-13,Blacklight: Retribution
scoot88,113200,True,1,2014-07-02,The Binding of Isaac
ScorchingShadow,730,True,1,2015-03-07,Counter-Strike: Global Offensive
Mig-21pls,221640,True,1,2013-12-24,Super Hexagon
Effied,440,True,1,2014-05-02,Team Fortress 2
Effied,243870,True,1,2014-06-06,
Unscripteddd,730,True,1,2020-09-05,Counter-Strike: Global Offensive
DoctorZues,32370,True,2,2013-07-11,STAR WARS™ - Knights of the Old Republic™
DoctorZues,7670,True,2,2013-07-11,BioShock™
DoctorZues,550,True,2,2012-10-25,Left 4 Dead 2
DrScully,339610,False,1,2015-04-19,Freestyle 2: Street Basketball
76561198000694266,323500,False,1,2014-10-02,PAYDAY 2: Hotline Miami
76561198000694266,377160,False,1,2020-01-15,Fallout 4
76561198035811318,221100,True,1,2015-10-10,DayZ
DarkestYT,433340,True,2,2020-05-01,Slime Rancher
DarkestYT,440,True,1,2015-12-21,Team Fortress 2
Seaeco,221100,False,1,2014-03-13,DayZ
Seaeco,206440,True,1,2014-05-25,To the Moon
worldtradecentre,51100,True,1,2014-03-16,Tactical Intervention
worldtradecentre,570,True,1,2020-05-02,Dota 2
worldtradecentre,200710,True,1,2015-07-10,Torchlight II
worldtradecentre,211820,True,1,2013-12-14,Starbound
_Seal,99700,True,1,2014-08-12,NightSky
_Seal,250600,True,1,2014-03-03,The Plan
sealyx,271590,True,1,2015-07-11,Grand Theft Auto V
sealyx,265930,True,1,2015-09-09,Goat Simulator
sealyx,332570,True,1,2015-09-09,Amazing Frog?
sealyx,284160,True,1,2015-09-09,BeamNG.drive
sealyx,4000,True,1,2015-09-09,Garry's Mod
sealyx,440,True,1,2015-09-09,Team Fortress 2
sealyx,206420,True,1,2013-08-27,Saints Row IV
76561198055853856,730,True,1,2015-07-02,Counter-Strike: Global Offensive
76561198055853856,570,True,1,2015-07-24,Dota 2
seblyftw,4000,True,1,2014-01-02,Garry's Mod
seblyftw,730,True,1,2014-12-06,Counter-Strike: Global Offensive
seblyftw,48720,True,1,2013-12-28,Mount & Blade: With Fire & Sword
seblyftw,440,True,2,2014-06-03,Team Fortress 2
76561198075427390,331200,True,1,2020-05-08,Grass Simulator
76561198075427390,34900,True,0,2020-05-08,Bad Rats: the Rats' Revenge
76561198174303610,304050,False,1,2015-07-10,Trove
76561198174303610,227940,True,1,2015-05-08,Heroes & Generals
76561198174303610,346010,True,2,2015-04-10,Besiege
76561198174303610,440,True,1,2015-04-04,Team Fortress 2
SeedyDog,244210,True,1,2020-07-23,Assetto Corsa
Gotenks7374,236430,True,1,2014-07-12,DARK SOULS™ II
davo27,391540,True,2,2020-01-28,Undertale
76561198065300159,440,True,1,2015-01-19,Team Fortress 2
76561198075036474,440,True,1,2014-03-11,Team Fortress 2
AzaZog,4000,True,1,2014-02-18,Garry's Mod
AzaZog,107410,True,1,2015-03-24,Arma 3
AzaZog,94000,True,1,2014-12-23,Dinner Date
AzaZog,730,True,1,2014-04-16,Counter-Strike: Global Offensive
senastheminer,317400,True,1,2020-08-17,Portal Stories: Mel
senastheminer,208670,True,1,2020-06-12,Blades of Time
76561198065043410,265630,True,1,2014-06-25,Fistful of Frags
76561198065043410,218620,False,1,2014-06-25,PAYDAY 2
76561198082666592,730,True,1,2015-10-09,Counter-Strike: Global Offensive
76561198052805342,313120,True,1,2015-12-23,Stranded Deep
76561198052805342,113400,True,2,2015-11-11,APB Reloaded
76561198052805342,311210,True,1,2015-11-07,Call of Duty®: Black Ops III
76561198052805342,230410,True,1,2020-08-19,Warframe
76561198052805342,383980,True,1,2020-08-06,Rivals of Aether
76561198052805342,381210,True,1,2020-08-06,
76561198052805342,39000,True,1,2015-12-11,
76561198052805342,319510,True,2,2015-10-03,Five Nights at Freddy's
76561198052805342,369400,False,1,2015-09-07,Let the Cat in
76561198052805342,218620,True,1,2014-12-25,PAYDAY 2
HOGANKWOK,317400,True,2,2015-06-27,Portal Stories: Mel
HOGANKWOK,252530,True,2,2015-05-24,OMSI 2: Steam Edition
HOGANKWOK,730,True,1,2015-05-22,Counter-Strike: Global Offensive
HOGANKWOK,271590,True,1,2015-06-20,Grand Theft Auto V
HOGANKWOK,218620,False,2,2015-09-21,PAYDAY 2
HOGANKWOK,301760,False,0,2015-06-05,Disney•Pixar Cars 2: The Video Game
senpai_the_slutty,271590,False,1,2015-05-02,Grand Theft Auto V
senpai_the_slutty,245170,True,1,2015-04-18,Skullgirls
senpai_the_slutty,204630,True,0,2015-03-13,Retro City Rampage™ DX
senpai_the_slutty,222880,True,1,2015-02-22,Insurgency
senpai_the_slutty,550,True,2,2013-10-29,Left 4 Dead 2
Lannisterandregards,211420,True,1,2014-11-26,DARK SOULS™: Prepare To Die™ Edition
Lannisterandregards,374570,True,2,2015-05-31,Kung Fury
Lannisterandregards,236430,True,1,2015-04-26,DARK SOULS™ II
lavitz_reinhart,313740,False,1,2014-09-13,
lavitz_reinhart,247730,True,1,2014-04-04,Nether: Resurrected
486259317,391540,True,1,2020-03-16,Undertale
486259317,252330,True,1,2015-04-02,Slender: The Arrival
486259317,332800,True,2,2014-12-12,Five Nights at Freddy's 2
486259317,312990,True,1,2014-08-18,The Expendabros
486259317,4000,True,0,2014-02-13,Garry's Mod
SergeantMason,437220,True,1,2020-07-18,
SergeantMason,369290,True,1,2020-03-28,Airport Madness: World Edition
SergeantMason,490650,True,2,2020-09-02,
sergei_from_kazakhstan,12810,True,1,2011-12-27,Overlord II
sergioxks1,364420,True,1,2020-06-14,Roguelands
sergioxks1,322330,True,1,2015-12-09,Don't Starve Together
sergioxks1,262060,True,1,2020-07-14,Darkest Dungeon®
sergioxks1,200210,True,0,2020-07-27,Realm of the Mad God
aeon5ind,730,True,1,2020-03-24,Counter-Strike: Global Offensive
76561198104448535,264710,True,2,2020-07-24,Subnautica
76561198104448535,322500,False,1,2020-03-08,SUPERHOT
76561198104448535,218620,True,0,2020-01-12,PAYDAY 2
76561198104448535,205100,False,1,2020-08-11,Dishonored
SchmokeZ,730,True,1,2015-11-21,Counter-Strike: Global Offensive
SchmokeZ,31280,False,0,2015-05-29,Poker Night at the Inventory
SchmokeZ,440,True,1,2015-05-29,Team Fortress 2
sesepe,304930,True,2,2014-06-20,Unturned
76561198034392042,313340,True,1,2014-08-19,Mountain
76561198034392042,265300,True,1,2015-04-25,Lords Of The Fallen™
76561198034392042,221910,True,1,2014-08-20,The Stanley Parable
76561198034392042,203730,True,1,2014-08-19,
76561198034392042,224460,True,1,2014-08-19,Contrast
76561198034392042,225080,True,1,2014-08-19,Brothers - A Tale of Two Sons
76561198034392042,107100,True,2,2014-08-19,Bastion
76561198034392042,219890,True,1,2014-08-19,Antichamber
SeviHusky,72850,True,0,2014-02-10,
76561198045476116,48700,True,1,2014-12-25,Mount & Blade: Warband
76561198073819878,730,True,1,2014-10-15,Counter-Strike: Global Offensive
76561198070921973,251060,True,2,2014-08-11,Wargame: Red Dragon
lescrepe,405640,True,0,2020-01-17,Pony Island
lescrepe,232790,False,1,2014-06-28,Broken Age
lescrepe,219150,True,1,2014-06-14,Hotline Miami
lescrepe,400,True,2,2014-04-25,Portal
lescrepe,620,True,2,2014-03-18,Portal 2
lescrepe,48000,True,1,2014-01-26,LIMBO
Sgt_Ciege,22370,True,1,2020-02-10,Fallout 3: Game of the Year Edition
Sgt_Ciege,377160,True,1,2020-02-10,Fallout 4
Sgt_Ciege,22330,True,1,2015-12-27,The Elder Scrolls IV: Oblivion® Game of the Year Edition
Sgt_Ciege,72850,True,2,2015-12-27,
Sgtcook,369200,True,1,2015-12-15,
Sgtcook,4000,True,1,2015-10-29,Garry's Mod
76561198019644374,4000,True,1,2011-07-08,Garry's Mod
76561198019644374,620,True,2,2011-06-05,Portal 2
lesalex,570,True,1,2014-08-30,Dota 2
1stpionpaul,321300,True,1,2015-01-13,Mount & Blade: Warband - Viking Conquest Reforged Edition
76561197991856503,220240,False,1,2013-12-30,Far Cry 3
76561197991856503,440,True,1,2011-03-21,Team Fortress 2
shockwave760,224260,True,1,2013-12-25,No More Room in Hell
shockwave760,104700,True,1,2013-11-26,Super MNC
Shabutie_,335330,False,1,2015-10-14,Brick-Force
thehitman35,338170,True,1,2015-09-16,Ratz Instagib
76561198063986589,15620,True,2,2014-08-08,"Warhammer 40,000: Dawn of War II"
76561198063986589,17080,True,2,2014-01-07,Tribes: Ascend
shadimar6969,218620,True,1,2015-01-01,PAYDAY 2
76561198151855034,381210,True,1,2020-08-25,
76561198151855034,730,True,2,2015-02-20,Counter-Strike: Global Offensive
seveneightnine,244630,False,1,2014-07-11,NEOTOKYO
seveneightnine,273350,False,1,2020-09-13,Evolve Stage 2
seveneightnine,209870,False,1,2020-05-20,Blacklight: Retribution
seveneightnine,271290,False,2,2015-05-22,
seveneightnine,301520,False,1,2014-08-10,Robocraft
seveneightnine,4920,True,1,2014-06-16,Natural Selection 2
seveneightnine,249050,True,1,2014-06-16,Dungeon of the Endless™
seveneightnine,252490,True,1,2014-01-20,Rust
Shadowfire6661,301520,True,1,2020-07-20,Robocraft
76561198059468403,21090,True,2,2014-02-24,F.E.A.R.
ShadowKnight332,247910,True,1,2014-05-14,Sniper Elite: Nazi Zombie Army 2
ShadowKnight332,206210,True,1,2014-04-07,Gotham City Impostors Free to Play
ShadowKnight332,270210,True,0,2014-03-08,Melody's Escape
ShadowKnight332,205870,True,0,2014-03-03,Auditorium
ShadowKnight332,39000,True,1,2014-02-04,
ShadowKnight332,38720,True,1,2013-12-27,RUSH
ShadowKnight332,218980,True,1,2014-03-06,
ShadowKnight332,273350,True,1,2015-02-10,Evolve Stage 2
ShadowKnight332,221640,True,1,2014-03-03,Super Hexagon
76561198043640604,265550,True,1,2014-09-05,Dead Rising 3 Apocalypse Edition
76561198043640604,105600,True,2,2014-10-16,Terraria
shadowpulse29,298630,True,2,2015-12-23,The Escapists
shadowpulse29,298240,True,1,2015-12-23,Red Crucible®: Firestorm
shadowpulse29,33220,False,1,2015-10-20,
shadowpulse29,334230,True,1,2015-07-20,Town of Salem
shadowpulse29,263980,True,1,2015-07-06,Out There Somewhere
shadowpulse29,310370,True,0,2015-01-02,The Way of Life Free Edition
shadowpulse29,250420,True,1,2014-06-08,8BitMMO
Man_Bear_Shark,218620,True,1,2014-08-02,PAYDAY 2
76561198057905001,107410,False,1,2020-06-27,Arma 3
76561198057905001,377160,True,1,2020-06-27,Fallout 4
76561198057905001,55230,True,1,2020-06-27,Saints Row: The Third
76561198057905001,200210,True,1,2020-06-27,Realm of the Mad God
Elementico,322330,True,1,2015-11-14,Don't Starve Together
76561198065304760,295110,False,1,2015-09-27,
76561198065304760,232090,True,1,2015-09-06,Killing Floor 2
shaman3soul3,10,True,1,2020-08-16,Counter-Strike
shanedee,265210,True,1,2013-12-15,
76561198054978091,20,False,1,2014-03-28,Team Fortress Classic
76561198054978091,440,True,1,2014-03-21,Team Fortress 2
Shanks-From-The-Anime-Group,730,True,2,2015-05-17,Counter-Strike: Global Offensive
Shanks-From-The-Anime-Group,339800,True,1,2015-07-13,HuniePop
shapes2004,99900,True,1,2020-05-03,Spiral Knights
shapes2004,312530,True,1,2020-05-07,Duck Game
shapes2004,391540,True,0,2020-03-23,Undertale
shapes2004,304930,True,1,2020-02-23,Unturned
76561198049796309,440,True,2,2015-07-11,Team Fortress 2
76561198049796309,248570,True,1,2015-06-26,Toribash
76561198049796309,72850,True,1,2014-12-08,
76561198049796309,298630,True,1,2014-11-29,The Escapists
76561198049796309,250600,True,1,2014-07-13,The Plan
76561198049796309,218230,True,1,2014-06-30,PlanetSide 2
TheHomePage,226700,True,2,2015-04-10,
TheHomePage,218230,True,2,2015-02-22,PlanetSide 2
Shatteredflame,208090,True,2,2014-02-24,Loadout
gottabesaints,49520,True,2,2014-03-30,Borderlands 2
gottabesaints,730,True,1,2013-07-11,Counter-Strike: Global Offensive
TheOfficalDiabl0,72850,True,1,2015-04-24,
TheOfficalDiabl0,323370,True,2,2020-03-24,TERA
76561198202443306,730,True,1,2015-12-05,Counter-Strike: Global Offensive
76561198202443306,304050,False,2,2015-12-08,Trove
76561198202443306,268420,False,0,2015-12-08,Aura Kingdom
76561198202443306,4000,True,1,2015-12-06,Garry's Mod
76561198057609562,381210,True,1,2020-07-28,
76561198086666210,440,True,2,2014-01-06,Team Fortress 2
76561198007309128,264710,True,2,2020-08-24,Subnautica
76561198007309128,235460,True,2,2014-01-09,METAL GEAR RISING: REVENGEANCE
76561198007309128,202970,False,1,2012-12-08,Call of Duty®: Black Ops II
76561198025788203,337320,True,1,2020-08-05,Paint the Town Red
76561198025788203,219740,True,1,2014-06-24,
76561198068777697,203140,True,1,2014-06-24,Hitman: Absolution™
76561198068777697,211820,True,1,2015-03-13,Starbound
76561198068777697,252950,True,1,2020-09-14,Rocket League®
76561198068777697,730,True,1,2015-03-13,Counter-Strike: Global Offensive
76561198085080390,236390,True,1,2020-06-25,War Thunder
76561198085080390,231430,True,1,2020-06-25,Company of Heroes 2
76561198085080390,271590,True,1,2015-12-16,Grand Theft Auto V
76561198085080390,209000,True,1,2015-09-19,Batman™: Arkham Origins
76561198085080390,105600,True,1,2014-01-01,Terraria
76561198085080390,440,True,1,2013-12-24,Team Fortress 2
SheriffMcCringle,8190,True,2,2014-06-23,Just Cause 2
76561198071846149,218620,True,2,2013-12-02,PAYDAY 2
fagulol,730,True,1,2020-03-28,Counter-Strike: Global Offensive
chmoru1471,570,True,2,2014-07-28,Dota 2
ShiFt-exe,265930,True,2,2014-12-13,Goat Simulator
ShiFt-exe,730,True,1,2014-11-14,Counter-Strike: Global Offensive
76561198025979243,730,True,2,2014-02-03,Counter-Strike: Global Offensive
76561198144440845,4000,True,1,2020-01-26,Garry's Mod
76561198144440845,105600,True,1,2020-02-07,Terraria
Shiftyyyyyyyyy,570,True,1,2013-12-10,Dota 2
Shillo_,252490,False,1,2020-06-26,Rust
Shillo_,259080,True,1,2014-06-27,Just Cause 2: Multiplayer Mod
7656119808378646,311210,True,2,2020-02-02,Call of Duty®: Black Ops III
76561198004011791,233130,True,2,2020-05-27,Shadow Warrior
76561198004011791,223470,True,1,2015-11-24,POSTAL 2
76561198004011791,570,True,0,2015-10-03,Dota 2
76561198004011791,284460,True,1,2015-08-15,DeadCore
76561198004011791,10680,False,1,2013-08-27,Aliens vs. Predator™
76561198004011791,1250,True,1,2013-08-27,Killing Floor
Shivosky,8930,True,2,2015-11-05,Sid Meier's Civilization® V
Shivosky,219640,True,1,2013-04-13,Chivalry: Medieval Warfare
76561198007488623,239350,True,1,2014-04-10,Spelunky
76561198073796378,245170,True,1,2015-10-09,Skullgirls
76561198073796378,730,True,1,2015-01-09,Counter-Strike: Global Offensive
robotcoyote,239350,True,1,2014-04-10,Spelunky
76561198044666616,72850,True,1,2015-12-29,
76561198081436358,218620,False,1,2015-11-13,PAYDAY 2
76561198081436358,233250,True,1,2014-12-01,
OficialShok,264120,False,1,2020-05-31,Victory: The Age of Racing
OficialShok,363970,True,1,2020-05-31,Clicker Heroes
OficialShok,252950,True,1,2020-04-23,Rocket League®
OficialShok,407250,True,1,2020-04-23,
76561198060481049,8930,True,1,2014-04-21,Sid Meier's Civilization® V
76561198153158209,236390,True,1,2020-07-02,War Thunder
76561198044375508,8930,True,0,2013-11-26,Sid Meier's Civilization® V
76561198044592183,307880,True,1,2015-08-06,Savage Lands
76561198044592183,252490,True,1,2015-02-04,Rust
76561197970895200,440,True,2,2014-10-17,Team Fortress 2
Shredderman962,63380,True,1,2014-07-04,Sniper Elite V2
Shredderman962,7670,True,0,2014-01-04,BioShock™
Shredderman962,370100,False,1,2020-04-17,
Shredderman962,205230,True,1,2020-02-16,Hell Yeah! Wrath of the Dead Rabbit
Shredderman962,253710,True,1,2014-09-10,theHunter Classic
Shredderman962,267610,False,1,2014-07-03,Woodcutter Simulator 2013
Shredderman962,22380,True,1,2014-01-04,Fallout: New Vegas
Shredderman962,263960,True,2,2014-09-07,Wyv and Keep: The Temple of the Lost Idol
Shredderman962,47790,False,1,2020-04-17,Medal of Honor™
76561197992643903,105430,True,2,2012-09-22,
shudipwnu,730,True,1,2014-07-13,Counter-Strike: Global Offensive
Spriteling,301520,False,1,2014-11-14,Robocraft
akamexxswag,105600,True,1,2015-06-28,Terraria
impurepaladin,230410,True,1,2015-10-30,Warframe
impurepaladin,359550,True,1,2020-03-14,Tom Clancy's Rainbow Six® Siege
impurepaladin,377160,True,1,2015-11-28,Fallout 4
impurepaladin,252490,False,1,2015-10-30,Rust
impurepaladin,219640,True,2,2015-09-08,Chivalry: Medieval Warfare
impurepaladin,48700,True,2,2013-12-04,Mount & Blade: Warband
impurepaladin,219340,True,1,2013-03-24,The Banner Saga: Factions
impurepaladin,41500,True,1,2013-03-23,Torchlight
23745736,301520,True,2,2014-07-20,Robocraft
23745736,252490,True,1,2015-06-15,Rust
sickbubblez,291550,True,1,2020-03-29,Brawlhalla
sickbubblez,377160,True,1,2015-11-21,Fallout 4
sickbubblez,4000,True,2,2020-07-09,Garry's Mod
sickbubblez,386360,True,1,2020-02-26,SMITE®
Siilan,329490,True,1,2015-05-27,Phantom Breaker: Battle Grounds
Siilan,304410,True,1,2015-03-19,Hexcells Infinite
Siilan,50300,True,1,2013-12-12,Spec Ops: The Line
76561198089291500,290770,True,1,2014-07-29,The Fall
76561198089291500,270550,True,1,2014-04-17,Yet Another Zombie Defense
76561198046562619,212160,True,1,2015-01-24,Vindictus
1silentsniper1,41800,True,1,2011-01-07,Gratuitous Space Battles
silentAggressor,208650,True,1,2020-01-26,Batman™: Arkham Knight
silentAggressor,24960,True,0,2011-12-28,Battlefield: Bad Company™ 2
z3b1z,219830,True,2,2013-12-01,King Arthur's Gold
z3b1z,244930,False,1,2014-01-14,SNOW
z3b1z,211260,True,1,2013-05-29,They Bleed Pixels
PRsvn,570,True,1,2013-12-11,Dota 2
PRsvn,223710,True,1,2014-01-25,Cry of Fear
76561198059053798,9450,True,1,2015-05-03,"Warhammer® 40,000: Dawn of War® - Soulstorm"
Sad0Panda,264380,True,2,2014-04-26,Narcissu 1st & 2nd
Sad0Panda,334660,True,1,2014-11-22,
76561198046917409,440,True,1,2014-05-25,Team Fortress 2
Silverimate47,50300,True,1,2015-01-24,Spec Ops: The Line
76561198067439927,204100,True,1,2014-01-11,Max Payne 3
Simas1,236390,False,1,2015-07-26,War Thunder
Simas1,227940,True,1,2015-07-22,Heroes & Generals
Simas1,208090,True,1,2014-02-06,Loadout
whisperrrrrrr,113200,True,1,2013-11-29,The Binding of Isaac
whisperrrrrrr,218680,True,1,2015-04-06,Scribblenauts Unlimited
whisperrrrrrr,211820,True,1,2014-01-08,Starbound
whisperrrrrrr,730,True,1,2013-09-24,Counter-Strike: Global Offensive
whisperrrrrrr,218620,True,1,2013-11-26,PAYDAY 2
whisperrrrrrr,49520,True,1,2020-09-09,Borderlands 2
76561198157097087,730,True,2,2015-09-01,Counter-Strike: Global Offensive
Snake8,440,True,2,2013-07-19,Team Fortress 2
Snake8,570,True,2,2013-06-07,Dota 2
Snake8,240,True,1,2012-12-30,Counter-Strike: Source
simplzzz123,346110,True,1,2015-07-28,ARK: Survival Evolved
simplzzz123,295110,True,1,2015-01-28,
pannekoeken2,108710,True,1,2014-06-10,Alan Wake
pannekoeken2,274190,True,1,2020-07-08,Broforce
pannekoeken2,379720,True,1,2020-05-28,DOOM
pannekoeken2,261640,False,1,2020-03-19,Borderlands: The Pre-Sequel
pannekoeken2,107100,True,1,2020-07-08,Bastion
pannekoeken2,273300,True,1,2020-04-10,Outlast: Whistleblower DLC
pannekoeken2,356570,True,2,2020-02-20,Party Hard
pannekoeken2,22370,True,2,2015-05-22,Fallout 3: Game of the Year Edition
pannekoeken2,204450,True,1,2013-12-28,Call of Juarez® Gunslinger
76561198017754022,49520,False,1,2014-06-22,Borderlands 2
76561198017754022,319630,True,1,2020-08-16,Life is Strange - Episode 1
survivormaster,252490,True,1,2014-05-06,Rust
survivormaster,225840,True,2,2020-01-22,Sven Co-op
survivormaster,251570,True,1,2014-08-01,
survivormaster,304930,True,1,2014-07-12,Unturned
survivormaster,17520,True,2,2014-05-17,Synergy
skuatz,48700,True,1,2015-10-05,Mount & Blade: Warband
look_at_the_damn_profile,440,True,1,2014-03-11,Team Fortress 2
look_at_the_damn_profile,233470,False,1,2014-01-10,Evoland
look_at_the_damn_profile,207250,True,1,2013-02-21,Cubemen
76561198000167222,730,True,1,2015-05-30,Counter-Strike: Global Offensive
76561198058539753,105600,True,1,2015-04-29,Terraria
76561198058539753,410590,False,1,2020-03-19,
76561198058539753,440,True,2,2013-05-26,Team Fortress 2
the_meat_shield,220050,False,1,2014-03-23,
the_meat_shield,55230,True,2,2014-03-30,Saints Row: The Third
the_meat_shield,1250,True,1,2014-01-28,Killing Floor
the_meat_shield,271590,True,1,2015-05-05,Grand Theft Auto V
the_meat_shield,34870,True,1,2015-09-20,Sniper: Ghost Warrior 2
the_meat_shield,313120,True,1,2015-03-30,Stranded Deep
the_meat_shield,239820,True,1,2014-03-14,Game Dev Tycoon
sirmalcolm,227680,False,0,2014-12-14,
sirmalcolm,219150,True,1,2013-01-16,Hotline Miami
sirmalcolm,2450,True,1,2012-12-22,Bloody Good Time
SimonB252,730,True,1,2020-02-16,Counter-Strike: Global Offensive
76561198062236203,381210,False,1,2020-06-21,
76561198062236203,389570,True,1,2020-03-30,Mitos.is: The Game
76561198062236203,428370,True,1,2020-01-12,Windlands
76561198062236203,227940,True,1,2015-05-20,Heroes & Generals
76561198062236203,550,True,1,2013-05-06,Left 4 Dead 2
ybot27,49520,True,1,2015-07-31,Borderlands 2
ybot27,282440,True,1,2014-09-23,Quake Live™
76561198067559117,17410,True,1,2014-11-02,Mirror's Edge™
76561198067559117,98200,True,2,2015-11-02,Frozen Synapse
76561198035605178,218620,True,1,2014-04-14,PAYDAY 2
76561198035605178,238430,True,1,2014-04-15,Contagion
76561198035605178,8190,True,1,2012-08-28,Just Cause 2
sirzabblepants,227300,True,1,2014-09-08,Euro Truck Simulator 2
sirzabblepants,257510,True,2,2015-09-07,The Talos Principle
sirzabblepants,211420,True,1,2015-02-02,DARK SOULS™: Prepare To Die™ Edition
sirzabblepants,8930,True,1,2014-03-17,Sid Meier's Civilization® V
Squid-lel,34900,False,1,2015-01-21,Bad Rats: the Rats' Revenge
76561198101648152,440,False,1,2020-01-04,Team Fortress 2
76561198079079942,377160,True,1,2015-12-07,Fallout 4
76561198013149300,242920,True,1,2015-11-02,Banished
76561198013149300,255710,True,1,2015-11-02,Cities: Skylines
76561198013149300,263760,True,1,2014-09-22,Turbo Dismount™
76561198013149300,431240,True,1,2020-06-07,Golf With Your Friends
76561198013149300,201510,False,0,2015-11-16,Flatout 3: Chaos & Destruction
76561198013149300,252950,True,1,2015-11-02,Rocket League®
76561198013149300,4000,True,1,2015-11-02,Garry's Mod
76561198013149300,730,True,1,2015-11-02,Counter-Strike: Global Offensive
elishabridge3,4000,True,0,2015-11-26,Garry's Mod
76561198019297801,4000,True,1,2014-03-10,Garry's Mod
76561198092985183,346110,True,1,2015-07-21,ARK: Survival Evolved
SirexPower,388120,True,1,2020-04-23,Spakoyno: Back to the USSR 2.0
SirexPower,301190,False,1,2015-05-04,Frederic: Resurrection of Music
SirexPower,299720,True,2,2015-05-12,Terrorhedron Tower Defense
SirexPower,245620,False,0,2015-08-17,Tropico 5
SirexPower,315430,False,1,2015-05-12,Polarity
SirexPower,214490,False,1,2015-07-21,Alien: Isolation
76561198084616658,225540,True,1,2015-12-08,Just Cause™ 3
76561197992681922,262060,True,1,2020-01-20,Darkest Dungeon®
76561197992681922,372000,False,1,2020-03-20,Tree of Savior (English Ver.)
76561197992681922,374320,True,1,2020-04-17,DARK SOULS™ III
76561197992681922,243470,False,1,2020-01-15,Watch_Dogs™
76561197992681922,385770,True,1,2015-10-31,Time Clickers
76561197992681922,339400,True,1,2015-10-23,Runestone Keeper
76561197992681922,255710,True,1,2015-03-15,Cities: Skylines
Alex5763,252490,True,1,2014-08-04,Rust
Alex5763,730,True,2,2020-06-17,Counter-Strike: Global Offensive
Alex5763,4000,True,1,2014-02-19,Garry's Mod
Alex5763,238430,True,1,2013-12-23,Contagion
76561198044207497,730,True,1,2020-02-21,Counter-Strike: Global Offensive
sirscope,307880,True,1,2015-04-03,Savage Lands
sirscope,369200,True,1,2020-01-16,
sirscope,251570,True,1,2015-06-01,
sirscope,244160,True,2,2015-02-28,Homeworld Remastered Collection
SirThomas99,220200,True,1,2020-04-23,Kerbal Space Program
SirThomas99,220200,True,1,2020-04-23,Kerbal Space Program
watters81,259080,True,1,2013-12-16,Just Cause 2: Multiplayer Mod
watters81,248820,True,1,2014-07-24,Risk of Rain
watters81,230410,True,1,2013-06-15,Warframe
76561198092998604,296470,True,1,2015-12-12,Mount Your Friends
76561198092998604,213670,True,1,2020-08-25,South Park™: The Stick of Truth™
SithBen,204880,True,1,2013-11-29,Sins of a Solar Empire®: Rebellion
76561197982474515,440,False,2,2020-08-23,Team Fortress 2
skauldrich,440,True,1,2014-01-24,Team Fortress 2
skauldrich,31280,True,1,2015-07-14,Poker Night at the Inventory
76561198132717938,353560,False,0,2020-07-05,Plug & Play
76561198132717938,237740,False,0,2020-01-03,Angry Video Game Nerd Adventures
76561198132717938,409660,True,0,2020-07-10,Angry Video Game Nerd II: ASSimilation
76561198132717938,40800,False,1,2015-12-30,Super Meat Boy
76561198132717938,322170,True,1,2015-11-23,Geometry Dash
76561198132717938,327890,True,1,2015-10-27,I am Bread
76561198132717938,440,True,2,2014-08-17,Team Fortress 2
probablydead,218620,True,2,2015-12-29,PAYDAY 2
probablydead,333930,True,2,2015-12-03,Dirty Bomb®
skeptile2,275850,True,1,2020-08-13,No Man's Sky
skeptile2,286660,True,2,2020-02-16,Avoid - Sensory Overload
skeptile2,397340,True,0,2015-12-20,SimplePlanes
skeptile2,104900,True,1,2014-09-13,ORION: Prelude
SassyGod,377160,True,1,2015-11-16,Fallout 4
SassyGod,316390,True,1,2015-03-25,sZone-Online
SassyGod,730,True,1,2014-08-18,Counter-Strike: Global Offensive
76561198071907118,4000,True,1,2014-02-17,Garry's Mod
76561198250778186,440,True,1,2020-03-25,Team Fortress 2
76561198056928371,374320,False,0,2020-04-12,DARK SOULS™ III
76561198043608225,264710,True,1,2015-06-16,Subnautica
76561198075626434,364360,True,1,2020-05-24,Total War: WARHAMMER
76561198075626434,219990,True,1,2020-02-23,Grim Dawn
76561198075626434,234140,True,1,2015-09-07,Mad Max
76561198075626434,282070,True,1,2020-03-27,This War of Mine
76561198075626434,211420,True,0,2015-08-12,DARK SOULS™: Prepare To Die™ Edition
6738497298564377854673421,250900,True,2,2015-10-17,The Binding of Isaac: Rebirth
6738497298564377854673421,730,True,1,2015-10-13,Counter-Strike: Global Offensive
laygittlefiggernaggot,4000,True,1,2014-04-16,Garry's Mod
Pinki3,730,True,1,2015-02-06,Counter-Strike: Global Offensive
Pinki3,332800,True,1,2014-11-28,Five Nights at Freddy's 2
